source_relpath,output_relpath,source_type,source_sha256,status,error,extraction_method,content_characters,dataset_match,dataset_row_id,institution,source_url
00_source_material/01_chinese_original/03_【2025届本科生毕业论文5号】关于本科生毕业论文（设计）查重的说明.html,00_source_material/04_policy_markdown/01_chinese_original/03_【2025届本科生毕业论文5号】关于本科生毕业论文（设计）查重的说明.md,html,6ee2b9ca59d74064d715d77ca9beb8bd214b32840fb93a3fc05f40536d27105e,ok,,special:class-article-content,1161,,,,
00_source_material/01_chinese_original/06_关于加强2025年本科毕业论文（设计）管理工作的通知.html,00_source_material/04_policy_markdown/01_chinese_original/06_关于加强2025年本科毕业论文（设计）管理工作的通知.md,html,77c610658965837f4c3f53700d8cfef875b679951716b903aa514545475fd337,ok,,heuristic:id-class,3240,,,,
00_source_material/01_chinese_original/09_关于做好2025届本科毕业设计(论文)检测工作的通知.html,00_source_material/04_policy_markdown/01_chinese_original/09_关于做好2025届本科毕业设计(论文)检测工作的通知.md,html,aa6bd05018e693a0ed79ee4401a0550264f2493309cc3b85574d7931366f535e,ok,,special:class-v_news_content,2618,,,,
00_source_material/01_chinese_original/10_西安交通大学.pdf,00_source_material/04_policy_markdown/01_chinese_original/10_西安交通大学.md,pdf,8572b49bdb8fad65068490bfad733670da9e351f52133b2758e7b5e9315728b3,ok,,pypdf2:page-text,1125,S1,10,西安交通大学,
00_source_material/01_chinese_original/15_关于开展2025届本科毕业论文（设计）学术不端行为检测工作的通知-四川大学教务处.html,00_source_material/04_policy_markdown/01_chinese_original/15_关于开展2025届本科毕业论文（设计）学术不端行为检测工作的通知-四川大学教务处.md,html,bc641fd755e378ef8bf7f5d2ddb907e882efaea6d5ea2581397856154152e288,ok,,special:class-v_news_content,1119,S1,16,四川大学,https://jwc.scu.edu.cn/info/1047/9802.htm
00_source_material/01_chinese_original/16_关于2024届本科毕业设计（论文）报告提交及查重检测工作的说明.html,00_source_material/04_policy_markdown/01_chinese_original/16_关于2024届本科毕业设计（论文）报告提交及查重检测工作的说明.md,html,2486efe0b65213206d8cb285559409e275aeefc4cee77e159917891223ef3335,ok,,heuristic:id-class,1838,,,,
00_source_material/01_chinese_original/26_关于软件学院2025届本科生毕业论文（设计）评阅抽检工作的通知-吉林大学软件学院.html,00_source_material/04_policy_markdown/01_chinese_original/26_关于软件学院2025届本科生毕业论文（设计）评阅抽检工作的通知-吉林大学软件学院.md,html,8be9dd686ed8d997eb8e8cc5be3d50a1330ea025a5d77fc0e586179042ead534,ok,,special:class-v_news_content,2937,S1,27,吉林大学,https://csw.jlu.edu.cn/info/1095/7833.htm
00_source_material/01_chinese_original/27_关于2025年上学期研究生学位授予工作有关事项的通知-研究生院.html,00_source_material/04_policy_markdown/01_chinese_original/27_关于2025年上学期研究生学位授予工作有关事项的通知-研究生院.md,html,5e8e531dcb01a9581650628f57bbc9a823fe66dbd601a24f4fea45c7082129f8,ok,,special:class-v_news_content,2893,,,,
00_source_material/01_chinese_original/36_【本科生教学】关于在2025届本科毕业设计（论文）中规范AI工具使用的通知.html,00_source_material/04_policy_markdown/01_chinese_original/36_【本科生教学】关于在2025届本科毕业设计（论文）中规范AI工具使用的通知.md,html,a7aadf35578794b549a39c3053949067f08e5f8c3f0e53fef82c8917af24ceb0,ok,,heuristic:id-class,1496,,,,
00_source_material/01_chinese_original/40_关于2025年（2021级）本科生毕业设计（论文）盲审工作安排的通知-本科生院 西安电子科技大学.html,00_source_material/04_policy_markdown/01_chinese_original/40_关于2025年（2021级）本科生毕业设计（论文）盲审工作安排的通知-本科生院 西安电子科技大学.md,html,0541b1f79eec51dac48421148ef80cd9c81eaeb0d0ed2efa5ef41e6c7d5aa522,ok,,special:class-v_news_content,1601,,,,
00_source_material/01_chinese_original/42_北京交通大学关于做好2025届本科毕业论文后期工作的通知.pdf,00_source_material/04_policy_markdown/01_chinese_original/42_北京交通大学关于做好2025届本科毕业论文后期工作的通知.md,pdf,57bffe4f089d821ede61fa1c94e3582f5229ab30dee186b5a926ae712e53d01d,ok,,pypdf2:page-text,238,S1,46,北京交通大学,"https://civil.bjtu.edu.cn/media/attachments/2025/04/20250429174928_210.pdf
https://civil.bjtu.edu.cn/cms/item/23750.html"
00_source_material/01_chinese_original/52_关于开展2025届本科毕业设计（论文）评阅、学术不端系统检测的通知-VATUU为途教学信息服务平台.html,00_source_material/04_policy_markdown/01_chinese_original/52_关于开展2025届本科毕业设计（论文）评阅、学术不端系统检测的通知-VATUU为途教学信息服务平台.md,html,5ec63b6440dbe1c1f25e76064aeeede1653fb4eab80ddab43f2aec802ed2b894,ok,,heuristic:id-class,1020,,,,
00_source_material/01_chinese_original/54_关于做好本科毕业论文（设计）、查重检测及抽检相关工作的通知-中国地质大学本科生院.html,00_source_material/04_policy_markdown/01_chinese_original/54_关于做好本科毕业论文（设计）、查重检测及抽检相关工作的通知-中国地质大学本科生院.md,html,10a3eae0bdc337c58f4db3b1666fab2c22ddc136f31b8992f76fcca69b66e27f,ok,,special:class-v_news_content,2358,,,,
00_source_material/01_chinese_original/66_关于开展2025届本科毕业论文（设计）检测、抽检及答辩工作的通知-西南大学本科生院.html,00_source_material/04_policy_markdown/01_chinese_original/66_关于开展2025届本科毕业论文（设计）检测、抽检及答辩工作的通知-西南大学本科生院.md,html,ba2cf6423793680bea9de1438528c90ad35ceda82de200ca9420c65ffd3fdf67,ok,,special:class-v_news_content,2331,S1,80,西南大学,https://ugs.swu.edu.cn/info/1012/3674.htm
00_source_material/01_chinese_original/71_西北农林科技大学机械与电子工程学院.html,00_source_material/04_policy_markdown/01_chinese_original/71_西北农林科技大学机械与电子工程学院.md,html,3cb246b47b8a311c0cacca3016e5d355df7936a4c506acb4c8d22c5c8d4bb4d2,ok,,semantic:main,2964,S1,86,西北农林科技大学,https://cmee.nwsuaf.edu.cn/xwzx/xytz/52e119da18b34a6b8209c6aa20023ad2.htm
00_source_material/01_chinese_original/72_关于开展2025届本科生毕业设计（论文）工作的通知-北京工业大学教务处.html,00_source_material/04_policy_markdown/01_chinese_original/72_关于开展2025届本科生毕业设计（论文）工作的通知-北京工业大学教务处.md,html,f34937c4d1afeebc18096b90074575bd4be6dad9ff1365bbe916825584f319bf,ok,,special:class-v_news_content,1135,S1,87,北京工业大学,https://undergrad.bjut.edu.cn/info/1216/3215.htm
00_source_material/01_chinese_original/75_中国地质大学（北京）教务处.html,00_source_material/04_policy_markdown/01_chinese_original/75_中国地质大学（北京）教务处.md,html,41690a4a66c7b98d8da575c4620e60552e32a3d2bfa638d34ca1e3768bd24f21,ok,,heuristic:id-class,927,S1,91,中国地质大学（北京）,https://jwc.cugb.edu.cn/c/2025-05-14/826040.shtml
00_source_material/01_chinese_original/77_关于做好2025届本科生毕业设计（论文）工作的通知-福州大学-建筑与城乡规划学院.html,00_source_material/04_policy_markdown/01_chinese_original/77_关于做好2025届本科生毕业设计（论文）工作的通知-福州大学-建筑与城乡规划学院.md,html,971312eaa5f22a24f112e3a4f59a595658c51b917d094ea7c66302a369c164cf,ok,,special:class-v_news_content,7601,S1,96,福州大学,https://jzxy.fzu.edu.cn/info/1013/3232.htm
00_source_material/01_chinese_original/80_关于加强2025届本科毕业论文（设计）规范管理的通知 - 本科培养 - 华南师范大学经济与管理学院.html,00_source_material/04_policy_markdown/01_chinese_original/80_关于加强2025届本科毕业论文（设计）规范管理的通知 - 本科培养 - 华南师范大学经济与管理学院.md,html,569a670c4a75d834ed7a277f2fb426576b7c8fe23f7d66fcbb2dff98a30ab5c1,ok,,special:class-article-content,2242,S1,99,华南师范大学,http://em.scnu.edu.cn/a/20250314/10543.html
00_source_material/01_chinese_original/82_AA9B4251DB4F3F7C7456155F3BE_943364B4_2115F.pdf,00_source_material/04_policy_markdown/01_chinese_original/82_AA9B4251DB4F3F7C7456155F3BE_943364B4_2115F.md,pdf,256b2556dca4ea9d25d98807bf9c603eb01beb46e6bf3024269555667dfbe5dd,ok,,pypdf2:page-text,1969,,,,
00_source_material/01_chinese_original/83_关于对我校2024届毕业研究生学位论文进行AI检测的通知 华北电力大学研究生院.html,00_source_material/04_policy_markdown/01_chinese_original/83_关于对我校2024届毕业研究生学位论文进行AI检测的通知 华北电力大学研究生院.md,html,3056d6f695bdeb444c1e4b75098a6744e0fa68615ddbf3d0b43c825480b099c6,ok,,heuristic:id-class,312,S1,106,华北电力大学,https://yjsy.ncepu.edu.cn/tzgg/9f64c23df5914e53b821a413943280db.htm
00_source_material/01_chinese_original/90_关于做好2025届本科毕业论文（设计）检测工作的通知-毕业论文（设计）-南京林业大学教务处.html,00_source_material/04_policy_markdown/01_chinese_original/90_关于做好2025届本科毕业论文（设计）检测工作的通知-毕业论文（设计）-南京林业大学教务处.md,html,412c680f084fc7976490b351b321ea250344407423a5025a1efbd7495798a497,ok,,special:id-zoom+companion_pdf_text,1192,S1,116,南京林业大学,http://jwc.njfu.edu.cn//sjjx/bysjlw/20250424/i338126.html
00_source_material/01_chinese_original/90_关于做好2025届本科毕业论文（设计）检测工作的通知-毕业论文（设计）-南京林业大学教务处.pdf,00_source_material/04_policy_markdown/01_chinese_original/90_关于做好2025届本科毕业论文（设计）检测工作的通知-毕业论文（设计）-南京林业大学教务处.md,pdf,f31a4fe5cada63c412aea350df8573e38ba987b849f918a92d8fe58042ec25f2,ok,,pypdf2:page-text,1192,S1,116,南京林业大学,http://jwc.njfu.edu.cn//sjjx/bysjlw/20250424/i338126.html
00_source_material/01_chinese_original/92_关于2025届本科毕业论文中后期工作的通知.html,00_source_material/04_policy_markdown/01_chinese_original/92_关于2025届本科毕业论文中后期工作的通知.md,html,440ac27722105a0c85c7078d2f51d650f7893d5ff4865911bbc125ef63543725,ok,,heuristic:id-class,3559,,,,
00_source_material/01_chinese_original/93_海南大学教务处.pdf,00_source_material/04_policy_markdown/01_chinese_original/93_海南大学教务处.md,pdf,0f2a541f9050579ef2eee671e6357b5d07c21616eb41263233fe2c0536bea419,ok,,pypdf2:page-text,631,S1,119,海南大学,https://jwc.hainanu.edu.cn/__local/1/04/AA/FD034AC1081D9280A636BC5666B_1D7E8AAB_1BE81.pdf
00_source_material/01_chinese_original/94_关于做好2025届本科毕业设计（论文）查重和AIGC检测工作的通知-教务处.html,00_source_material/04_policy_markdown/01_chinese_original/94_关于做好2025届本科毕业设计（论文）查重和AIGC检测工作的通知-教务处.md,html,005dc8a0206d7c5cb2194bbeb0b99920d92cdfa13b99e19b6c63dae0d576f35f,ok,,special:class-v_news_content,1169,,,,
00_source_material/01_chinese_original/95_关于做好2025届本科毕业论文（设计）工作的通知.html,00_source_material/04_policy_markdown/01_chinese_original/95_关于做好2025届本科毕业论文（设计）工作的通知.md,html,76f9c0ecd4a34476ff8407673001241fb4d021a79b99f2a418eff5f84e3b7d21,ok,,heuristic:id-class,3479,,,,
00_source_material/01_chinese_original/96_关于做好2025届本科毕业设计（论文）工作的通知-广东工业大学轻工化工学院.html,00_source_material/04_policy_markdown/01_chinese_original/96_关于做好2025届本科毕业设计（论文）工作的通知-广东工业大学轻工化工学院.md,html,1198e70910ee569751253568fba5afa4ab692fd6068bc9d7722a72b17894be0b,ok,,special:class-v_news_content,3468,S1,123,广东工业大学,https://qghgxy.gdut.edu.cn/info/1105/11933.htm
00_source_material/01_chinese_original/中医3_关于做好2025届本科生毕业设计（论文）学术不端行为检测相关工作的通知-南京中医药大学翰林学院 教务处.html,00_source_material/04_policy_markdown/01_chinese_original/中医3_关于做好2025届本科生毕业设计（论文）学术不端行为检测相关工作的通知-南京中医药大学翰林学院 教务处.md,html,2f5472b007227783e74c5b614f89468bebb73a643ab10110066d279f2cb230c9,ok,,heuristic:id-class,1985,S1,121,南京中医药大学,https://jwc.hlxy.edu.cn/info/1172/6323.htm
00_source_material/01_chinese_original/医11_关于做好2025届本科生毕业论文（设计）质量管理的通知-重庆医科大学教务处.html,00_source_material/04_policy_markdown/01_chinese_original/医11_关于做好2025届本科生毕业论文（设计）质量管理的通知-重庆医科大学教务处.md,html,4754a7ee74efbd6536616082f22ac17d3026a6c549922b56f754771cdec17b3d,ok,,special:class-v_news_content,1470,S1,111,重庆医科大学,https://jwc.cqmu.edu.cn/info/1007/3361.htm
00_source_material/01_chinese_original/财6_关于开展2025届本科生毕业论文(设计)检测工作的通知 -- 通知公告 -- 东北财经大学萨里国际学院.html,00_source_material/04_policy_markdown/01_chinese_original/财6_关于开展2025届本科生毕业论文(设计)检测工作的通知 -- 通知公告 -- 东北财经大学萨里国际学院.md,html,34ab93982435db03e1940c5a189e7f74beb61faff34d0a54da23c53e1a8061c8,ok,,heuristic:id-class,229,S1,103,东北财经大学,https://surrey.dufe.edu.cn/content_91162.html
00_source_material/02_international_original/01_Generative AI Guidelines _ Harvard University Information Technology.html,00_source_material/04_policy_markdown/02_international_original/01_Generative AI Guidelines _ Harvard University Information Technology.md,html,6fdf8a4b37aaeb806b43ad8bd1fb4e949ff43f933a8d914678e62a2774e0757e,ok,,semantic:article,3937,S2,1,Harvard University,https://www.huit.harvard.edu/ai/guidelines
00_source_material/02_international_original/02_Guidance for use of Generative AI tools _ Information Systems & Technology.html,00_source_material/04_policy_markdown/02_international_original/02_Guidance for use of Generative AI tools _ Information Systems & Technology.md,html,7004c99b31e48d8de8f59f4bb800d8dfec497cf9444b2da04ae8faf9d1cdbd4e,ok,,heuristic:id-class,6087,S2,2,Massachusetts Institute of Technology (MIT),https://ist.mit.edu/ai-guidance
00_source_material/02_international_original/03_Generative AI Policy Guidance _ Office of Community Standards.html,00_source_material/04_policy_markdown/02_international_original/03_Generative AI Policy Guidance _ Office of Community Standards.md,html,71e9a904a4f49a8191fd27b58b1acfcd94a3ce9a872ef52c438de73af45d72fa,ok,,semantic:main,2502,S2,3,Stanford University,https://communitystandards.stanford.edu/generative-ai-policy-guidance
00_source_material/02_international_original/04_Policy for using Generative AI in Research_ guidelines for researchers and professional staff _ University of Oxford.html,00_source_material/04_policy_markdown/02_international_original/04_Policy for using Generative AI in Research_ guidelines for researchers and professional staff _ University of Oxford.md,html,8ca4b92cca2b9db6518aeaadf3ae528ead98b71d44a1371171913ecadc4bc069,ok,,heuristic:id-class,22739,S2,4,University of Oxford,https://www.ox.ac.uk/research/support-researchers/research-practice/policy-generative-ai-research
00_source_material/02_international_original/05_Academic misconduct_ plagiarism and use of AI _ Department of History and Philosophy of Science.html,00_source_material/04_policy_markdown/02_international_original/05_Academic misconduct_ plagiarism and use of AI _ Department of History and Philosophy of Science.md,html,563d4b59b173b2c84bb3b8674a7b8a639d927e82a184c2306355c97c6f15ca35,ok,,heuristic:id-class,11916,S2,5,University of Cambridge,https://www.hps.cam.ac.uk/students/academic-misconduct
"00_source_material/02_international_original/06_Appropriate Use of Generative AI Tools _ Office of Ethics, Risk, and Compliance Services.html","00_source_material/04_policy_markdown/02_international_original/06_Appropriate Use of Generative AI Tools _ Office of Ethics, Risk, and Compliance Services.md",html,bc1d49103ab3abc8c8dca7ed0ebaf8c7cf40592d76bd247b229bc8490b1db17d,ok,,semantic:role-main,8687,S2,6,University of California Berkeley,https://oercs.berkeley.edu/appropriate-use-generative-ai-tools
00_source_material/02_international_original/07_Engaging with Generative AI in your education and assessment _ Students - UCL – University College London.html,00_source_material/04_policy_markdown/02_international_original/07_Engaging with Generative AI in your education and assessment _ Students - UCL – University College London.md,html,2495786ee76d6c9dd5a844e66cc5f729b3af6c04f187346c853111525d963aee,ok,,heuristic:id-class,4438,S2,7,University College London,https://www.ucl.ac.uk/students/exams-and-assessments/assessment-success-guide/engaging-generative-ai-your-education-and-assessment
00_source_material/02_international_original/08_Using AI Ethically to Enhance Learning - Academic Integrity and Plagiarism Prevention Resources - Library Guides at Univ.html,00_source_material/04_policy_markdown/02_international_original/08_Using AI Ethically to Enhance Learning - Academic Integrity and Plagiarism Prevention Resources - Library Guides at Univ.md,html,441480beeb39f7150d56cf3a9b8acd28fee7f726afee4088552d5632f1d4168c,ok,,heuristic:id-class,4156,S2,8,University of Washington Seattle,https://guides.lib.uw.edu/c.php?g=345664&p=10592021&_gl=1*1d4lvzl*_ga*MTI0OTk1NDY3OC4xNzY2MDQ2NDA2*_ga_3T65WK0BM8*czE3NjYwNDY0MDUkbzEkZzEkdDE3NjYwNDY2ODAkajI5JGwwJGgw*_gcl_au*MTE5MTQ0MjQxNi4xNzY2MDQ2NDA0*_ga_JLHM9WH4JV*czE3NjYwNDY0MDYkbzEkZzEkdDE3NjYwNDY2ODAkajI5JGwwJGgw
00_source_material/02_international_original/09_Guidelines for the Use of Generative AI Tools _ Office of the Provost.html,00_source_material/04_policy_markdown/02_international_original/09_Guidelines for the Use of Generative AI Tools _ Office of the Provost.md,html,a92ba4b20456ad4cdaf84eaf193dd06cb001bc80c506c3d3332bd3815f81fbf4,ok,,semantic:main,3629,S2,9,Yale University,https://provost.yale.edu/news/guidelines-use-generative-ai-tools
00_source_material/02_international_original/100_Suggestion for declaration of AI usage in assignments - KURT – Centre for Teaching and Learning in Science.html,00_source_material/04_policy_markdown/02_international_original/100_Suggestion for declaration of AI usage in assignments - KURT – Centre for Teaching and Learning in Science.md,html,5304fd9a9faf149f971be87b50b386fb9bf2ce9b92f2fc853925da474357ddba,ok,,semantic:main,9135,S2,88,University of Oslo,https://www.mn.uio.no/kurt/english/artificial-intelligence/templates-for-declaration-of-AI-in-assignments.html
00_source_material/02_international_original/10_Generative AI Policy _ Office of the Provost.html,00_source_material/04_policy_markdown/02_international_original/10_Generative AI Policy _ Office of the Provost.md,html,2f957c0ffbd2688ac78bc99faf4fceb056432eb461a2367dd3e75d602cc29677,ok,,heuristic:id-class,19743,S2,10,Columbia University,https://provost.columbia.edu/content/office-senior-vice-provost/ai-policy
00_source_material/02_international_original/11_Generative AI guidance _ Administration and support services _ Imperial College London.html,00_source_material/04_policy_markdown/02_international_original/11_Generative AI guidance _ Administration and support services _ Imperial College London.md,html,f208856de9afb3a601a502442e12e2db7849e60822f92bb392ba16cc3f4faf2f,ok,,semantic:main,5080,S2,11,Imperial College London,https://www.imperial.ac.uk/admin-services/library/learning-support/generative-ai-guidance/
00_source_material/02_international_original/13_Guiding Principles for Responsible Use _ Digital & Technology Solutions.html,00_source_material/04_policy_markdown/02_international_original/13_Guiding Principles for Responsible Use _ Digital & Technology Solutions.md,html,8b4678280c0bd57c3ad0e3a8abe4f844fb044ff6176c8eabe2473bb833e25431,ok,,heuristic:id-class,5860,S2,12,University of California Los Angeles,https://dts.ucla.edu/initiatives/ai/guiding-principles-responsible-use
00_source_material/02_international_original/14_Generative AI Tools – Johns Hopkins Engineering CTLD.html,00_source_material/04_policy_markdown/02_international_original/14_Generative AI Tools – Johns Hopkins Engineering CTLD.md,html,44524a9bddf8238e438c9d7b120d058b0bc240fc1f4caf1a11efbc868b4c80ca,ok,,heuristic:id-class,2152,S2,13,Johns Hopkins University,https://engineering.jhu.edu/ctld/chatgpt/ai-tools/
00_source_material/02_international_original/15_Statement on Guidance for the University of Pennsylvania Community on Use of Generative Artificial Intelligence _ Inform.html,00_source_material/04_policy_markdown/02_international_original/15_Statement on Guidance for the University of Pennsylvania Community on Use of Generative Artificial Intelligence _ Inform.md,html,5fbcbcd4c254ed5011cf9993dd435a10f02041713b31c222e633b2980c47b1c1,ok,,semantic:main,10623,S2,14,University of Pennsylvania,https://isc.upenn.edu/security/AI-guidance
00_source_material/02_international_original/16_AI & Academic Integrity _ Center for Teaching Innovation.html,00_source_material/04_policy_markdown/02_international_original/16_AI & Academic Integrity _ Center for Teaching Innovation.md,html,a607ddfd10ef3b4013e37f81ad58761631775732a5562381944b0e77025e7404,ok,,semantic:main,8145,S2,15,Cornell University,https://teaching.cornell.edu/generative-artificial-intelligence/ai-academic-integrity
